Method	State	Epigenome	Assemblies	LenElements1	LenElements2	OverlapCount	DebugCheck	ExpectedOverlap	Enrichment	EnrichPValue	DepletePValue
normalApproximate	6_EnhG	E041	shared.hg38.showGapped	13997	936	5	1.000000	10.586510	0.472299	9.705807e-01	5.688106e-02
normalApproximate	6_EnhG	E042	shared.hg38.showGapped	9401	936	4	1.000000	6.303278	0.634590	8.703761e-01	2.309100e-01
normalApproximate	6_EnhG	E043	shared.hg38.showGapped	11888	936	5	1.000000	9.368247	0.533718	9.458880e-01	1.003607e-01
normalApproximate	6_EnhG	E044	shared.hg38.showGapped	10345	936	4	1.000000	7.196331	0.555839	9.179996e-01	1.531190e-01
normalApproximate	6_EnhG	E045	shared.hg38.showGapped	4708	936	4	1.000000	2.823971	1.416445	3.412268e-01	8.226172e-01
normalApproximate	6_EnhG	E046	shared.hg38.showGapped	11959	936	8	1.000000	9.063118	0.882698	6.999797e-01	4.244183e-01
normalApproximate	6_EnhG	E047	shared.hg38.showGapped	5134	936	3	1.000000	3.476120	0.863031	7.023192e-01	4.899131e-01
normalApproximate	6_EnhG	E048	shared.hg38.showGapped	5481	936	3	1.000000	3.470697	0.864380	7.014456e-01	4.910493e-01
normalApproximate	6_EnhG	E049	shared.hg38.showGapped	14521	936	2	1.000000	9.087931	0.220072	9.944927e-01	1.299104e-02
normalApproximate	6_EnhG	E050	shared.hg38.showGapped	9876	936	3	1.000000	6.303545	0.475923	9.370927e-01	1.264948e-01
normalApproximate	6_EnhG	E051	shared.hg38.showGapped	12817	936	3	1.000000	7.665532	0.391362	9.702540e-01	6.284425e-02
normalApproximate	6_EnhG	E052	shared.hg38.showGapped	12346	936	3	1.000000	7.724026	0.388399	9.711856e-01	6.097823e-02
normalApproximate	6_EnhG	E053	shared.hg38.showGapped	9138	936	3	1.000000	5.567359	0.538855	9.056225e-01	1.831920e-01
normalApproximate	6_EnhG	E054	shared.hg38.showGapped	7488	936	2	1.000000	4.161811	0.480560	9.068336e-01	1.943432e-01
normalApproximate	6_EnhG	E055	shared.hg38.showGapped	26105	936	9	1.000000	16.024596	0.561637	9.714151e-01	4.953444e-02
normalApproximate	6_EnhG	E056	shared.hg38.showGapped	23187	936	6	1.000000	13.172299	0.455501	9.836924e-01	3.149412e-02
normalApproximate	6_EnhG	E057	shared.hg38.showGapped	17054	936	7	1.000000	10.583179	0.661427	8.975889e-01	1.688913e-01
normalApproximate	6_EnhG	E058	shared.hg38.showGapped	19147	936	4	1.000000	12.136471	0.329585	9.938825e-01	1.324910e-02
normalApproximate	6_EnhG	E059	shared.hg38.showGapped	14157	936	3	1.000000	8.256266	0.363360	9.784743e-01	4.624408e-02
normalApproximate	6_EnhG	E061	shared.hg38.showGapped	17603	936	4	1.000000	11.783766	0.339450	9.926226e-01	1.586668e-02
normalApproximate	6_EnhG	E062	shared.hg38.showGapped	9981	936	3	1.000000	5.601833	0.535539	9.074021e-01	1.800704e-01
normalApproximate	6_EnhG	E063	shared.hg38.showGapped	12752	936	4	1.000000	7.816308	0.511751	9.405503e-01	1.141021e-01
normalApproximate	6_EnhG	E065	shared.hg38.showGapped	4116	936	0	1.000000	1.911475	0.000000	9.629350e-01	1.108299e-01
normalApproximate	6_EnhG	E066	shared.hg38.showGapped	11739	936	1	1.000000	8.049862	0.124226	9.963999e-01	8.693565e-03
normalApproximate	6_EnhG	E067	shared.hg38.showGapped	7659	936	3	1.000000	4.156054	0.721839	7.946841e-01	3.618699e-01
normalApproximate	6_EnhG	E068	shared.hg38.showGapped	9972	936	0	1.000000	5.643649	0.000000	9.955293e-01	9.834571e-03
normalApproximate	6_EnhG	E069	shared.hg38.showGapped	8934	936	3	1.000000	5.203823	0.576499	8.846751e-01	2.192875e-01
normalApproximate	6_EnhG	E070	shared.hg38.showGapped	5615	936	1	1.000000	3.069401	0.325797	9.318673e-01	1.621480e-01
normalApproximate	6_EnhG	E071	shared.hg38.showGapped	10421	936	1	1.000000	6.309332	0.158495	9.902796e-01	2.343274e-02
normalApproximate	6_EnhG	E072	shared.hg38.showGapped	10642	936	6	1.000000	6.114134	0.981333	5.990977e-01	5.592247e-01
normalApproximate	6_EnhG	E073	shared.hg38.showGapped	8846	936	5	1.000000	4.951065	1.009884	5.812429e-01	5.919352e-01
normalApproximate	6_EnhG	E074	shared.hg38.showGapped	7407	936	1	1.000000	4.287622	0.233230	9.679922e-01	7.680278e-02
normalApproximate	6_EnhG	E075	shared.hg38.showGapped	4847	936	1	1.000000	2.653924	0.376800	9.108080e-01	2.110503e-01
normalApproximate	6_EnhG	E076	shared.hg38.showGapped	6812	936	2	1.000000	4.101016	0.487684	9.033548e-01	2.009368e-01
normalApproximate	6_EnhG	E077	shared.hg38.showGapped	10839	936	5	1.000000	6.202070	0.806182	7.551215e-01	3.845917e-01
normalApproximate	6_EnhG	E078	shared.hg38.showGapped	7154	936	1	1.000000	3.905396	0.256056	9.596087e-01	9.675731e-02
normalApproximate	6_EnhG	E079	shared.hg38.showGapped	10415	936	6	1.000000	5.812717	1.032219	5.521574e-01	6.093217e-01
normalApproximate	6_EnhG	E080	shared.hg38.showGapped	19359	936	7	1.000000	13.376170	0.523319	9.713233e-01	5.210322e-02
normalApproximate	6_EnhG	E081	shared.hg38.showGapped	1569	936	1	1.000000	0.793262	1.260617	6.364780e-01	7.375306e-01
normalApproximate	6_EnhG	E082	shared.hg38.showGapped	5820	936	5	1.000000	3.023591	1.653663	1.941291e-01	9.063059e-01
normalApproximate	6_EnhG	E083	shared.hg38.showGapped	4393	936	3	1.000000	2.549883	1.176524	5.126918e-01	7.018645e-01
normalApproximate	6_EnhG	E084	shared.hg38.showGapped	11221	936	2	1.000000	7.351412	0.272057	9.853670e-01	3.363005e-02
normalApproximate	6_EnhG	E085	shared.hg38.showGapped	19053	936	7	1.000000	13.829076	0.506180	9.768437e-01	4.260640e-02
normalApproximate	6_EnhG	E086	shared.hg38.showGapped	3537	936	1	1.000000	1.699802	0.588304	8.276897e-01	3.958491e-01
normalApproximate	6_EnhG	E087	shared.hg38.showGapped	501	936	1	1.000000	0.230592	4.336666	2.310272e-01	9.704998e-01
normalApproximate	6_EnhG	E088	shared.hg38.showGapped	8097	936	1	1.000000	4.561719	0.219216	9.728700e-01	6.517096e-02
normalApproximate	6_EnhG	E089	shared.hg38.showGapped	15871	936	7	1.000000	11.420905	0.612911	9.293571e-01	1.203976e-01
normalApproximate	6_EnhG	E090	shared.hg38.showGapped	19609	936	7	1.000000	14.424574	0.485283	9.825666e-01	3.258110e-02
normalApproximate	6_EnhG	E091	shared.hg38.showGapped	11834	936	0	1.000000	8.360138	0.000000	9.990143e-01	2.037340e-03
normalApproximate	6_EnhG	E092	shared.hg38.showGapped	15946	936	3	1.000000	10.883237	0.275653	9.948722e-01	1.163789e-02
normalApproximate	6_EnhG	E093	shared.hg38.showGapped	12486	936	6	1.000000	9.356460	0.641268	8.985308e-01	1.722527e-01
normalApproximate	6_EnhG	E094	shared.hg38.showGapped	12600	936	16	1.000000	6.779675	2.359995	3.575390e-04	9.975534e-01
normalApproximate	6_EnhG	E095	shared.hg38.showGapped	16594	936	2	1.000000	9.200966	0.217368	9.948336e-01	1.220621e-02
normalApproximate	6_EnhG	E096	shared.hg38.showGapped	13782	936	3	1.000000	7.831904	0.383049	9.728527e-01	5.764275e-02
normalApproximate	6_EnhG	E097	shared.hg38.showGapped	6864	936	0	1.000000	3.376092	0.000000	9.838520e-01	3.993359e-02
normalApproximate	6_EnhG	E098	shared.hg38.showGapped	13073	936	16	1.000000	7.158050	2.235246	8.165760e-04	9.978745e-01
normalApproximate	6_EnhG	E099	shared.hg38.showGapped	3299	936	0	1.000000	1.818145	0.000000	9.609692e-01	1.190942e-01
normalApproximate	6_EnhG	E100	shared.hg38.showGapped	3030	936	1	1.000000	1.423979	0.702258	7.879125e-01	4.781013e-01
normalApproximate	6_EnhG	E101	shared.hg38.showGapped	7660	936	1	1.000000	4.164253	0.240139	9.655101e-01	8.272058e-02
normalApproximate	6_EnhG	E102	shared.hg38.showGapped	7347	936	2	1.000000	4.240825	0.471606	9.111298e-01	1.861134e-01
normalApproximate	6_EnhG	E103	shared.hg38.showGapped	4689	936	1	1.000000	2.617555	0.382036	9.086479e-01	2.160318e-01
normalApproximate	6_EnhG	E104	shared.hg38.showGapped	2302	936	5	1.000000	1.036952	4.821826	2.020425e-04	9.424144e-01
normalApproximate	6_EnhG	E105	shared.hg38.showGapped	11542	936	9	1.000000	6.985874	1.288314	2.813879e-01	8.295966e-01
normalApproximate	6_EnhG	E106	shared.hg38.showGapped	9329	936	2	1.000000	4.889725	0.409021	9.395426e-01	1.302705e-01
normalApproximate	6_EnhG	E107	shared.hg38.showGapped	13454	936	5	1.000000	8.832967	0.566061	9.295390e-01	1.279395e-01
normalApproximate	6_EnhG	E108	shared.hg38.showGapped	13109	936	8	1.000000	8.503560	0.940782	6.359198e-01	4.985982e-01
normalApproximate	6_EnhG	E109	shared.hg38.showGapped	1358	936	0	1.000000	0.631196	0.000000	9.369734e-01	3.662984e-01
normalApproximate	6_EnhG	E110	shared.hg38.showGapped	2812	936	2	1.000000	1.643926	1.216600	5.459300e-01	7.108280e-01
normalApproximate	6_EnhG	E111	shared.hg38.showGapped	12612	936	4	1.000000	7.507899	0.532772	9.302155e-01	1.321820e-01
normalApproximate	6_EnhG	E112	shared.hg38.showGapped	8111	936	4	1.000000	4.852298	0.824352	7.327270e-01	4.287440e-01
normalApproximate	6_EnhG	E113	shared.hg38.showGapped	16425	936	20	1.000000	10.535407	1.898360	2.636679e-03	9.987387e-01
normalApproximate	6_EnhG	E114	shared.hg38.showGapped	15586	936	6	1.000000	10.125698	0.592552	9.289782e-01	1.245306e-01
normalApproximate	6_EnhG	E115	shared.hg38.showGapped	12276	936	4	1.000000	8.681140	0.460769	9.621255e-01	7.508271e-02
normalApproximate	6_EnhG	E116	shared.hg38.showGapped	14532	936	2	1.000000	8.507555	0.235085	9.923767e-01	1.784519e-02
normalApproximate	6_EnhG	E117	shared.hg38.showGapped	7887	936	0	1.000000	4.546510	0.000000	9.916955e-01	1.908127e-02
normalApproximate	6_EnhG	E118	shared.hg38.showGapped	14966	936	4	1.000000	10.498569	0.381004	9.854373e-01	3.043558e-02
normalApproximate	6_EnhG	E119	shared.hg38.showGapped	8969	936	4	1.000000	5.668659	0.705634	8.214146e-01	3.054686e-01
normalApproximate	6_EnhG	E120	shared.hg38.showGapped	14701	936	1	1.000000	9.465323	0.105649	9.983757e-01	3.927529e-03
normalApproximate	6_EnhG	E121	shared.hg38.showGapped	8120	936	1	1.000000	4.663424	0.214435	9.744660e-01	6.134861e-02
normalApproximate	6_EnhG	E122	shared.hg38.showGapped	8662	936	1	1.000000	5.692760	0.175662	9.860920e-01	3.349259e-02
normalApproximate	6_EnhG	E123	shared.hg38.showGapped	15240	936	4	1.000000	9.405854	0.425267	9.741116e-01	5.253106e-02
normalApproximate	6_EnhG	E124	shared.hg38.showGapped	10833	936	5	1.000000	6.221795	0.803627	7.572762e-01	3.817456e-01
normalApproximate	6_EnhG	E125	shared.hg38.showGapped	7513	936	1	1.000000	4.390039	0.227788	9.699102e-01	7.222681e-02
normalApproximate	6_EnhG	E126	shared.hg38.showGapped	10404	936	2	1.000000	6.574514	0.304205	9.772233e-01	5.153614e-02
normalApproximate	6_EnhG	E127	shared.hg38.showGapped	14647	936	3	1.000000	9.125511	0.328749	9.866270e-01	2.934957e-02
normalApproximate	6_EnhG	E128	shared.hg38.showGapped	11133	936	3	1.000000	7.006580	0.428169	9.572685e-01	8.832523e-02
normalApproximate	6_EnhG	E129	shared.hg38.showGapped	13198	936	0	1.000000	8.257799	0.000000	9.989578e-01	2.158164e-03
normalApproximate	6_EnhG	E001	shared.hg38.showT2T	3634	945	0	1.000000	2.006415	0.000000	9.648281e-01	1.031494e-01
normalApproximate	6_EnhG	E002	shared.hg38.showT2T	92	945	0	1.000000	0.042744	0.000000	1.888910e+00	1.888867e+00
normalApproximate	6_EnhG	E003	shared.hg38.showT2T	4480	945	0	1.000000	2.477794	0.000000	9.730315e-01	7.325642e-02
normalApproximate	6_EnhG	E004	shared.hg38.showT2T	312	945	0	1.000000	0.138826	0.000000	1.073048e+00	9.990043e-01
normalApproximate	6_EnhG	E005	shared.hg38.showT2T	16454	945	3	1.000000	10.039610	0.298816	9.918824e-01	1.815383e-02
normalApproximate	6_EnhG	E006	shared.hg38.showT2T	29304	945	24	1.000000	18.127709	1.323940	1.006173e-01	9.352276e-01
normalApproximate	6_EnhG	E007	shared.hg38.showT2T	2365	945	1	1.000000	1.149735	0.869765	7.357318e-01	5.780875e-01
normalApproximate	6_EnhG	E008	shared.hg38.showT2T	2415	945	2	1.000000	1.198911	1.668180	3.876083e-01	8.375882e-01
normalApproximate	6_EnhG	E009	shared.hg38.showT2T	7949	945	1	1.000000	4.690241	0.213209	9.748791e-01	6.036905e-02
normalApproximate	6_EnhG	E010	shared.hg38.showT2T	9205	945	1	1.000000	5.503012	0.181719	9.844702e-01	3.739572e-02
normalApproximate	6_EnhG	E011	shared.hg38.showT2T	9460	945	1	1.000000	5.494628	0.181996	9.843881e-01	3.758728e-02
normalApproximate	6_EnhG	E012	shared.hg38.showT2T	2027	945	0	1.000000	1.113349	0.000000	9.442040e-01	2.166700e-01
normalApproximate	6_EnhG	E013	shared.hg38.showT2T	12937	945	2	1.000000	8.592312	0.232766	9.927289e-01	1.703948e-02
normalApproximate	6_EnhG	E014	shared.hg38.showT2T	5646	945	0	1.000000	3.333488	0.000000	9.834419e-01	4.107295e-02
normalApproximate	6_EnhG	E015	shared.hg38.showT2T	7831	945	0	1.000000	4.559239	0.000000	9.917560e-01	1.893144e-02
normalApproximate	6_EnhG	E016	shared.hg38.showT2T	5549	945	0	1.000000	3.300285	0.000000	9.831253e-01	4.197454e-02
normalApproximate	6_EnhG	E017	shared.hg38.showT2T	24737	945	5	1.000000	16.644868	0.300393	9.987062e-01	2.837115e-03
normalApproximate	6_EnhG	E018	shared.hg38.showT2T	2796	945	0	1.000000	1.486227	0.000000	9.533880e-01	1.555749e-01
normalApproximate	6_EnhG	E019	shared.hg38.showT2T	4115	945	0	1.000000	2.356391	0.000000	9.711072e-01	7.984594e-02
normalApproximate	6_EnhG	E020	shared.hg38.showT2T	5705	945	0	1.000000	3.170502	0.000000	9.818287e-01	4.571444e-02
normalApproximate	6_EnhG	E021	shared.hg38.showT2T	2724	945	11	1.000000	1.276445	8.617682	2.731853e-17	9.482316e-01
normalApproximate	6_EnhG	E022	shared.hg38.showT2T	21133	945	17	1.000000	13.353142	1.273109	1.919931e-01	8.742917e-01
normalApproximate	6_EnhG	E023	shared.hg38.showT2T	13687	945	7	1.000000	8.292535	0.844133	7.352313e-01	3.894942e-01
normalApproximate	6_EnhG	E024	shared.hg38.showT2T	8144	945	1	1.000000	4.814736	0.207696	9.766719e-01	5.607495e-02
normalApproximate	6_EnhG	E025	shared.hg38.showT2T	17315	945	5	1.000000	11.302632	0.442375	9.795380e-01	4.040297e-02
normalApproximate	6_EnhG	E026	shared.hg38.showT2T	11148	945	2	1.000000	7.066251	0.283035	9.827924e-01	3.933387e-02
normalApproximate	6_EnhG	E027	shared.hg38.showT2T	17565	945	6	1.000000	12.459552	0.481558	9.768386e-01	4.388593e-02
normalApproximate	6_EnhG	E028	shared.hg38.showT2T	13019	945	1	1.000000	7.944662	0.125871	9.961826e-01	9.219941e-03
normalApproximate	6_EnhG	E029	shared.hg38.showT2T	8912	945	7	1.000000	6.169758	1.134566	4.465635e-01	7.024714e-01
normalApproximate	6_EnhG	E030	shared.hg38.showT2T	7805	945	4	1.000000	5.296179	0.755261	7.849940e-01	3.577980e-01
normalApproximate	6_EnhG	E031	shared.hg38.showT2T	9428	945	3	1.000000	6.353841	0.472155	9.387945e-01	1.233232e-01
normalApproximate	6_EnhG	E032	shared.hg38.showT2T	12755	945	7	1.000000	10.450591	0.669819	8.914417e-01	1.780002e-01
normalApproximate	6_EnhG	E033	shared.hg38.showT2T	11442	945	4	1.000000	7.706516	0.519041	9.370400e-01	1.202738e-01
normalApproximate	6_EnhG	E034	shared.hg38.showT2T	14502	945	9	1.000000	11.751361	0.765869	8.310101e-01	2.533622e-01
normalApproximate	6_EnhG	E035	shared.hg38.showT2T	5911	945	1	1.000000	3.461721	0.288874	9.468258e-01	1.270005e-01
normalApproximate	6_EnhG	E036	shared.hg38.showT2T	15623	945	4	1.000000	10.367243	0.385831	9.843933e-01	3.251148e-02
normalApproximate	6_EnhG	E037	shared.hg38.showT2T	5919	945	3	1.000000	4.195253	0.715094	7.990143e-01	3.553835e-01
normalApproximate	6_EnhG	E038	shared.hg38.showT2T	6495	945	3	1.000000	4.480481	0.669571	8.281737e-01	3.109694e-01
normalApproximate	6_EnhG	E039	shared.hg38.showT2T	9381	945	4	1.000000	6.788318	0.589248	8.988299e-01	1.851237e-01
normalApproximate	6_EnhG	E040	shared.hg38.showT2T	5413	945	4	1.000000	3.814757	1.048560	5.648671e-01	6.263214e-01
normalApproximate	6_EnhG	E041	shared.hg38.showT2T	13997	945	6	1.000000	10.883156	0.551311	9.503397e-01	8.955344e-02
normalApproximate	6_EnhG	E042	shared.hg38.showT2T	9401	945	5	1.000000	6.497474	0.769530	7.857271e-01	3.435200e-01
normalApproximate	6_EnhG	E043	shared.hg38.showT2T	11888	945	5	1.000000	9.630789	0.519168	9.524994e-01	8.895455e-02
normalApproximate	6_EnhG	E044	shared.hg38.showT2T	10345	945	4	1.000000	7.413006	0.539592	9.266812e-01	1.382768e-01
normalApproximate	6_EnhG	E045	shared.hg38.showT2T	4708	945	4	1.000000	2.919356	1.370165	3.648807e-01	8.054983e-01
normalApproximate	6_EnhG	E046	shared.hg38.showT2T	11959	945	9	1.000000	9.325100	0.965137	6.075180e-01	5.224822e-01
normalApproximate	6_EnhG	E047	shared.hg38.showT2T	5134	945	3	1.000000	3.584797	0.836867	7.193794e-01	4.675334e-01
normalApproximate	6_EnhG	E048	shared.hg38.showT2T	5481	945	2	1.000000	3.583659	0.558089	8.678196e-01	2.664286e-01
normalApproximate	6_EnhG	E049	shared.hg38.showT2T	14521	945	2	1.000000	9.392412	0.212938	9.953525e-01	1.100253e-02
normalApproximate	6_EnhG	E050	shared.hg38.showT2T	9876	945	3	1.000000	6.513690	0.460568	9.439602e-01	1.136763e-01
normalApproximate	6_EnhG	E051	shared.hg38.showT2T	12817	945	2	1.000000	7.928862	0.252243	9.894444e-01	2.449852e-02
normalApproximate	6_EnhG	E052	shared.hg38.showT2T	12346	945	4	1.000000	7.978274	0.501362	9.453405e-01	1.055866e-01
normalApproximate	6_EnhG	E053	shared.hg38.showT2T	9138	945	3	1.000000	5.761372	0.520709	9.151904e-01	1.662811e-01
normalApproximate	6_EnhG	E054	shared.hg38.showT2T	7488	945	2	1.000000	4.315902	0.463403	9.150307e-01	1.786030e-01
normalApproximate	6_EnhG	E055	shared.hg38.showT2T	26105	945	9	1.000000	16.528880	0.544501	9.771750e-01	4.007472e-02
normalApproximate	6_EnhG	E056	shared.hg38.showT2T	23187	945	5	1.000000	13.600494	0.367634	9.936953e-01	1.313682e-02
normalApproximate	6_EnhG	E057	shared.hg38.showT2T	17054	945	6	1.000000	10.930588	0.548918	9.514801e-01	8.765782e-02
normalApproximate	6_EnhG	E058	shared.hg38.showT2T	19147	945	4	1.000000	12.531995	0.319183	9.950392e-01	1.082267e-02
normalApproximate	6_EnhG	E059	shared.hg38.showT2T	14157	945	3	1.000000	8.531883	0.351622	9.814879e-01	4.005424e-02
normalApproximate	6_EnhG	E061	shared.hg38.showT2T	17603	945	4	1.000000	12.155187	0.329078	9.939394e-01	1.312904e-02
normalApproximate	6_EnhG	E062	shared.hg38.showT2T	9981	945	2	1.000000	5.800980	0.344769	9.644610e-01	7.888137e-02
normalApproximate	6_EnhG	E063	shared.hg38.showT2T	12752	945	4	1.000000	8.083127	0.494858	9.482539e-01	1.003768e-01
normalApproximate	6_EnhG	E065	shared.hg38.showT2T	4116	945	0	1.000000	1.992580	0.000000	9.645627e-01	1.042235e-01
normalApproximate	6_EnhG	E066	shared.hg38.showT2T	11739	945	1	1.000000	8.302658	0.120443	9.968779e-01	7.540373e-03
normalApproximate	6_EnhG	E067	shared.hg38.showT2T	7659	945	3	1.000000	4.311942	0.695742	8.115260e-01	3.365975e-01
normalApproximate	6_EnhG	E068	shared.hg38.showT2T	9972	945	0	1.000000	5.847437	0.000000	9.960118e-01	8.715836e-03
normalApproximate	6_EnhG	E069	shared.hg38.showT2T	8934	945	3	1.000000	5.387948	0.556798	8.958029e-01	2.002599e-01
normalApproximate	6_EnhG	E070	shared.hg38.showT2T	5615	945	1	1.000000	3.183397	0.314130	9.366346e-01	1.509748e-01
normalApproximate	6_EnhG	E071	shared.hg38.showT2T	10421	945	0	1.000000	6.525611	0.000000	9.972705e-01	5.852764e-03
normalApproximate	6_EnhG	E072	shared.hg38.showT2T	10642	945	5	1.000000	6.331166	0.789744	7.689510e-01	3.662241e-01
normalApproximate	6_EnhG	E073	shared.hg38.showT2T	8846	945	5	1.000000	5.130490	0.974566	6.108474e-01	5.595563e-01
normalApproximate	6_EnhG	E074	shared.hg38.showT2T	7407	945	1	1.000000	4.440294	0.225210	9.708066e-01	7.008673e-02
normalApproximate	6_EnhG	E075	shared.hg38.showT2T	4847	945	1	1.000000	2.751213	0.363476	9.163128e-01	1.983247e-01
normalApproximate	6_EnhG	E076	shared.hg38.showT2T	6812	945	2	1.000000	4.241485	0.471533	9.111507e-01	1.860576e-01
normalApproximate	6_EnhG	E077	shared.hg38.showT2T	10839	945	5	1.000000	6.420909	0.778706	7.781601e-01	3.538310e-01
normalApproximate	6_EnhG	E078	shared.hg38.showT2T	7154	945	1	1.000000	4.050498	0.246883	9.630356e-01	8.860773e-02
normalApproximate	6_EnhG	E079	shared.hg38.showT2T	10415	945	8	1.000000	6.023654	1.328098	2.716080e-01	8.424631e-01
normalApproximate	6_EnhG	E080	shared.hg38.showT2T	19359	945	7	1.000000	13.797003	0.507357	9.764908e-01	4.321890e-02
normalApproximate	6_EnhG	E081	shared.hg38.showT2T	1569	945	1	1.000000	0.825148	1.211903	6.474774e-01	7.220829e-01
normalApproximate	6_EnhG	E082	shared.hg38.showT2T	5820	945	4	1.000000	3.140190	1.273808	4.183061e-01	7.636331e-01
normalApproximate	6_EnhG	E083	shared.hg38.showT2T	4393	945	3	1.000000	2.640955	1.135953	5.351795e-01	6.801663e-01
normalApproximate	6_EnhG	E084	shared.hg38.showT2T	11221	945	2	1.000000	7.591209	0.263463	9.872226e-01	2.948774e-02
normalApproximate	6_EnhG	E085	shared.hg38.showT2T	19053	945	7	1.000000	14.242000	0.491504	9.809724e-01	3.539352e-02
normalApproximate	6_EnhG	E086	shared.hg38.showT2T	3537	945	1	1.000000	1.770343	0.564862	8.363287e-01	3.773749e-01
normalApproximate	6_EnhG	E087	shared.hg38.showT2T	501	945	1	1.000000	0.240840	4.152127	2.469669e-01	9.664300e-01
normalApproximate	6_EnhG	E088	shared.hg38.showT2T	8097	945	1	1.000000	4.729010	0.211461	9.754512e-01	5.899767e-02
normalApproximate	6_EnhG	E089	shared.hg38.showT2T	15871	945	8	1.000000	11.760765	0.680228	8.952979e-01	1.682220e-01
normalApproximate	6_EnhG	E090	shared.hg38.showT2T	19609	945	7	1.000000	14.853080	0.471283	9.858073e-01	2.680559e-02
normalApproximate	6_EnhG	E091	shared.hg38.showT2T	11834	945	0	1.000000	8.615054	0.000000	9.991436e-01	1.763107e-03
normalApproximate	6_EnhG	E092	shared.hg38.showT2T	15946	945	5	1.000000	11.227498	0.445335	9.787372e-01	4.189448e-02
normalApproximate	6_EnhG	E093	shared.hg38.showT2T	12486	945	6	1.000000	9.629083	0.623112	9.104901e-01	1.537684e-01
normalApproximate	6_EnhG	E094	shared.hg38.showT2T	12600	945	17	1.000000	7.034137	2.416785	1.557428e-04	9.979132e-01
normalApproximate	6_EnhG	E095	shared.hg38.showT2T	16594	945	2	1.000000	9.532003	0.209819	9.957038e-01	1.018917e-02
normalApproximate	6_EnhG	E096	shared.hg38.showT2T	13782	945	3	1.000000	8.110602	0.369886	9.766970e-01	4.987223e-02
normalApproximate	6_EnhG	E097	shared.hg38.showT2T	6864	945	0	1.000000	3.514697	0.000000	9.850775e-01	3.650213e-02
normalApproximate	6_EnhG	E098	shared.hg38.showT2T	13073	945	16	1.000000	7.423007	2.155461	1.373592e-03	9.979641e-01
normalApproximate	6_EnhG	E099	shared.hg38.showT2T	3299	945	0	1.000000	1.886159	0.000000	9.623994e-01	1.130065e-01
normalApproximate	6_EnhG	E100	shared.hg38.showT2T	3030	945	1	1.000000	1.484778	0.673502	7.975984e-01	4.584973e-01
normalApproximate	6_EnhG	E101	shared.hg38.showT2T	7660	945	1	1.000000	4.316670	0.231660	9.685497e-01	7.547395e-02
normalApproximate	6_EnhG	E102	shared.hg38.showT2T	7347	945	2	1.000000	4.391225	0.455454	9.187542e-01	1.713773e-01
normalApproximate	6_EnhG	E103	shared.hg38.showT2T	4689	945	1	1.000000	2.712974	0.368599	9.141959e-01	2.032246e-01
normalApproximate	6_EnhG	E104	shared.hg38.showT2T	2302	945	5	1.000000	1.083100	4.616378	3.241719e-04	9.434854e-01
normalApproximate	6_EnhG	E105	shared.hg38.showT2T	11542	945	10	1.000000	7.224192	1.384238	1.961922e-01	8.890112e-01
normalApproximate	6_EnhG	E106	shared.hg38.showT2T	9329	945	1	1.000000	5.077186	0.196960	9.800449e-01	4.800824e-02
normalApproximate	6_EnhG	E107	shared.hg38.showT2T	13454	945	5	1.000000	9.109573	0.548873	9.385072e-01	1.129168e-01
normalApproximate	6_EnhG	E108	shared.hg38.showT2T	13109	945	8	1.000000	8.775466	0.911632	6.681584e-01	4.618061e-01
normalApproximate	6_EnhG	E109	shared.hg38.showT2T	1358	945	0	1.000000	0.658417	0.000000	9.368818e-01	3.537946e-01
normalApproximate	6_EnhG	E110	shared.hg38.showT2T	2812	945	1	1.000000	1.702505	0.587370	8.280049e-01	3.951135e-01
normalApproximate	6_EnhG	E111	shared.hg38.showT2T	12612	945	5	1.000000	7.756413	0.644628	8.811841e-01	2.052209e-01
normalApproximate	6_EnhG	E112	shared.hg38.showT2T	8111	945	4	1.000000	5.018735	0.797014	7.535505e-01	4.010509e-01
normalApproximate	6_EnhG	E113	shared.hg38.showT2T	16425	945	21	1.000000	10.873668	1.931271	1.594466e-03	9.991867e-01
normalApproximate	6_EnhG	E114	shared.hg38.showT2T	15586	945	6	1.000000	10.436814	0.574888	9.386410e-01	1.088803e-01
normalApproximate	6_EnhG	E115	shared.hg38.showT2T	12276	945	3	1.000000	8.936578	0.335699	9.851607e-01	3.242090e-02
normalApproximate	6_EnhG	E116	shared.hg38.showT2T	14532	945	2	1.000000	8.792696	0.227462	9.935014e-01	1.527032e-02
normalApproximate	6_EnhG	E117	shared.hg38.showT2T	7887	945	0	1.000000	4.704475	0.000000	9.924044e-01	1.732207e-02
normalApproximate	6_EnhG	E118	shared.hg38.showT2T	14966	945	3	1.000000	10.820344	0.277256	9.946910e-01	1.203527e-02
normalApproximate	6_EnhG	E119	shared.hg38.showT2T	8969	945	3	1.000000	5.858671	0.512061	9.196114e-01	1.583693e-01
normalApproximate	6_EnhG	E120	shared.hg38.showT2T	14701	945	1	1.000000	9.770466	0.102349	9.986297e-01	3.313740e-03
normalApproximate	6_EnhG	E121	shared.hg38.showT2T	8120	945	1	1.000000	4.828766	0.207092	9.768624e-01	5.561530e-02
normalApproximate	6_EnhG	E122	shared.hg38.showT2T	8662	945	1	1.000000	5.877062	0.170153	9.875061e-01	3.009437e-02
